Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,churn_flag,Age_Group,Tenure_Group,Customer_Lifecycle,Revenue_Per_Month,Total_Extra_Charges,Net_Revenue,Charge_Revenue_Ratio,Revenue_to_Charge_Ratio,Referral_Group,Has_Referral,Service_Count,Streaming_Service_Count,Protection_Service_Count,Has_Phone_Service,Has_Multiple_Lines,Is_Long_Term_Contract,Has_Internet,Has_Online_Security,Is_Automatic_Payment,Is_Paperless,Has_Value_Deal,Average_Charge_Per_Month,Charge_Difference,Refund_Rate,Extra_Charge_Ratio,Revenue_Segment,Age_MonthlyCharge_Interaction,State_Avg_Revenue,Revenue_vs_State_Avg,Contract_Avg_Charge,Revenue_Percentile,State_Revenue_Rank
43532-TEL,Female,57,Yes,Telangana,1,21,NO DEAL,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,73.15,3088.25,0.0,0,621.6,3709.85,Stayed,Others,Others,0,Senior,13-24 Months,Growing,176.65952380952382,621.6,3709.85,0.0197177783468334,50.71565276828434,Low,1,7,3,2,1,0,1,1,0,0,0,0,147.0595238095238,-73.90952380952379,0.0,0.167553944229551,High Value,4169.55,2991.1121352313166,718.7378647686833,64.46928520877566,0.6690557806170147,90.0
85293-UTT,Male,78,No,Uttar Pradesh,6,23,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,827.7,0.0,140,295.24,1262.94,Stayed,Others,Others,0,Elder,13-24 Months,Growing,54.9104347826087,435.24,1262.94,0.0626712274534023,15.956285533796589,High,1,3,2,0,1,0,0,1,0,0,1,0,35.98695652173913,43.16304347826088,0.0,0.3446244477172312,Medium Value,6173.700000000001,3041.5530683624797,-1778.6130683624797,64.55887096774194,0.37737612963540046,382.0
89824-BIH,Male,51,No,Bihar,0,1,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856.0,0.0,0,1609.56,9465.56,Churned,Price,Extra data charges,1,Senior,0-6 Months,New,9465.56,1609.56,9465.56,0.0119538622120614,83.65497127706583,No Referral,0,10,3,4,1,1,1,1,1,0,1,0,7856.0,-7742.85,0.0,0.1700438220242648,Very High Value,5770.650000000001,2790.485327380952,6675.074672619047,61.249883653286794,0.9703957619196011,11.0
36120-ODI,Male,51,Yes,Odisha,1,30,NO DEAL,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.8,4719.75,0.0,0,0.0,4719.75,Stayed,Others,Others,0,Senior,25-48 Months,Established,157.325,0.0,4719.75,0.0137295407595741,72.83564814814815,Low,1,8,3,4,0,0,1,1,1,0,1,0,157.325,-92.525,0.0,0.0,High Value,3304.8,3209.121578947368,1510.628421052632,61.249883653286794,0.7440012464942349,44.0
14373-RAJ,Male,69,Yes,Rajasthan,4,31,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.85,80.85,0.0,0,14.91,95.76,Churned,Competitor,Competitor had better devices,1,Elder,25-48 Months,Established,3.0890322580645164,14.91,95.76,0.844298245614035,1.1844155844155846,Medium,1,4,2,0,1,0,0,1,0,0,1,0,2.608064516129032,78.24193548387096,0.0,0.1557017543859649,Low Value,5578.65,3108.804826254826,-3013.0448262548257,64.55887096774194,0.07167341851043939,241.0
24148-AND,Male,79,No,Andhra Pradesh,7,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,0.0,0,30.64,162.29,Churned,Price,Extra data charges,1,Elder,13-24 Months,Growing,7.728095238095237,30.64,162.29,0.4288619138579086,2.3317528735632185,High,1,2,0,0,1,0,0,1,0,0,1,0,6.269047619047619,63.330952380952375,0.0,0.1887978310431942,Low Value,5498.4,3016.3476708860762,-2854.0576708860763,64.55887096774194,0.11701464630726083,350.0
17783-TAM,Female,74,No,Tamil Nadu,0,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.43,Churned,Dissatisfaction,Network reliability,1,Elder,25-48 Months,Established,6.2009375,10.98,198.43,0.431134405079877,2.319462302746932,No Referral,0,4,1,0,1,1,0,1,0,0,1,0,5.8578125,79.6921875,0.0,0.0553343748425137,Low Value,6330.7,3072.9106666666667,-2874.480666666667,64.55887096774194,0.13306325958242443,512.0
79306-PUN,Female,54,Yes,Punjab,8,26,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,100.65,4917.75,0.0,0,544.39,5462.14,Stayed,Others,Others,0,Senior,25-48 Months,Established,210.0823076923077,544.39,5462.14,0.0184268436913004,54.26865375062096,High,1,7,3,2,1,0,1,1,0,0,0,0,189.1442307692308,-88.49423076923077,0.0,0.0996660649489028,Very High Value,5435.1,2975.6264912280703,2486.51350877193,61.249883653286794,0.7851355562480523,65.0
56313-JHA,Male,73,No,Jharkhand,9,9,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0.0,0,839.88,4026.58,Churned,Competitor,Competitor made better offer,1,Elder,7-12 Months,Growing,447.3977777777778,839.88,4026.58,0.0225625717109805,44.32118877270226,High,1,5,1,1,1,1,0,1,1,0,1,0,354.0777777777778,-263.22777777777776,0.0,0.2085839595885342,High Value,6632.049999999999,2862.4046902654864,1164.1753097345136,64.55887096774194,0.6933624181988158,36.0
68626-UTT,Female,38,Yes,Uttar Pradesh,15,7,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.6,6068.65,0.0,0,1909.6,7978.25,Stayed,Others,Others,0,Middle Age,7-12 Months,Growing,1139.75,1909.6,7978.25,0.0132359853351298,75.55160984848486,High,1,8,3,3,1,0,1,1,1,0,1,0,866.9499999999999,-761.3499999999999,0.0,0.2393507348102654,Very High Value,4012.8,3041.5530683624797,4936.69693163752,64.46928520877566,0.9167965098161421,56.0
34903-PUD,Male,56,Yes,Puducherry,4,14,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,7470.1,0.0,0,2915.28,10385.38,Stayed,Others,Others,0,Senior,13-24 Months,Growing,741.8128571428571,2915.28,10385.38,0.0100911088472448,99.09713740458017,Medium,1,8,3,2,1,1,1,1,0,0,1,0,533.5785714285714,-428.7785714285714,0.0,0.2807099980934737,Very High Value,5868.8,3269.5699999999997,7115.8099999999995,61.249883653286794,0.9900280461202867,1.0
39873-ODI,Female,80,Yes,Odisha,3,30,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.1,7548.1,0.0,0,3170.86,10718.96,Churned,Attitude,Attitude of support person,1,Elder,25-48 Months,Established,357.29866666666663,3170.86,10718.96,0.0098050557143603,101.9882017126546,Medium,1,8,3,2,1,1,0,1,1,0,1,0,251.60333333333332,-146.50333333333336,0.0,0.2958178778538217,Very High Value,8408.0,3209.121578947368,7509.838421052631,64.55887096774194,0.9931442817076971,4.0
78856-KAR,Male,69,Yes,Karnataka,8,18,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.5,874.2,0.0,0,457.38,1331.58,Stayed,Others,Others,0,Elder,13-24 Months,Growing,73.97666666666666,457.38,1331.58,0.0589525225671758,16.9628025477707,High,1,4,2,0,1,0,1,1,0,0,1,0,48.56666666666667,29.93333333333333,0.0,0.3434866849907628,Medium Value,5416.5,3054.5152765957446,-1722.9352765957447,61.249883653286794,0.38812714241196633,298.0
65957-PUN,Female,78,No,Punjab,15,26,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,1133.65,0.0,0,189.75,1323.4,Churned,Competitor,Competitor offered more data,1,Elder,25-48 Months,Established,50.900000000000006,189.75,1323.4,0.0786232431615535,12.718885151369536,High,1,7,2,2,1,1,0,1,0,0,1,0,43.60192307692308,60.44807692307692,0.0,0.1433806861115309,Medium Value,8115.9,2975.6264912280703,-1652.2264912280702,64.55887096774194,0.3870364599563727,219.0
93755-TAM,Male,49,Yes,Tamil Nadu,3,36,NO DEAL,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,3014.65,0.0,0,0.0,3014.65,Churned,Other,Don't know,1,Senior,25-48 Months,Established,83.74027777777778,0.0,3014.65,0.0196706085283532,50.837268128161895,Medium,1,7,3,3,0,0,1,1,1,0,0,0,83.74027777777778,-24.44027777777778,0.0,0.0,High Value,2905.7,3072.9106666666667,-58.260666666666566,64.46928520877566,0.6054845746338423,253.0
88839-PUD,Female,35,Yes,Puducherry,12,9,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,87.8,2621.75,0.0,0,974.98,3596.73,Stayed,Others,Others,0,Middle Age,7-12 Months,Growing,399.63666666666666,974.98,3596.73,0.0244110622704512,40.96503416856492,High,1,5,3,0,1,0,0,1,0,0,1,0,291.30555555555554,-203.50555555555556,0.0,0.2710740033308033,High Value,3073.0,3269.5699999999997,327.1600000000003,64.55887096774194,0.659862885634154,17.0
82859-TEL,Male,45,No,Telangana,7,30,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,97.75,5043.2,0.0,0,1745.82,6789.02,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,226.30066666666667,1745.82,6789.02,0.0143982489372545,69.45289002557546,High,1,7,2,2,1,1,1,1,0,0,0,0,168.10666666666663,-70.35666666666665,0.0,0.2571534625026881,Very High Value,4398.75,2991.1121352313166,3797.907864768684,64.46928520877566,0.8557182923028981,45.0
35773-TAM,Female,43,Yes,Tamil Nadu,6,21,NO DEAL,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,184.4,0.0,10,39.08,233.48,Churned,Other,Don't know,1,Middle Age,13-24 Months,Growing,11.118095238095238,49.08,233.48,0.2115812917594655,4.726315789473684,High,1,2,0,1,1,0,0,1,1,0,1,0,8.780952380952382,40.61904761904762,0.0,0.2102107246873394,Low Value,2124.2,3072.9106666666667,-2839.4306666666666,64.55887096774194,0.1464630726082892,504.0
47775-ASS,Male,31,No,Assam,11,13,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,20.1,936.85,0.0,0,685.86,1622.71,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,124.82384615384616,685.86,1622.71,0.0123866864689316,80.7318407960199,High,1,1,0,0,1,0,1,0,0,0,1,0,72.06538461538462,-51.965384615384615,0.0,0.4226633224667377,Medium Value,623.1,2896.9773381294963,-1274.2673381294962,61.249883653286794,0.43642879401682766,71.0
23211-RAJ,Female,39,Yes,Rajasthan,4,19,NO DEAL,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.55,1750.7,0.0,0,646.56,2397.26,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,126.17157894736845,646.56,2397.26,0.0102408583132409,97.6480651731161,Medium,1,2,0,0,1,1,1,0,0,0,0,0,92.1421052631579,-67.5921052631579,0.0,0.2697079165380475,High Value,957.45,3108.804826254826,-711.5448262548257,61.249883653286794,0.534746026799626,128.0
16745-UTT,Male,22,No,Uttar Pradesh,13,6,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,81.15,5224.5,0.0,0,2174.13,7398.63,Stayed,Others,Others,0,Young Adult,0-6 Months,New,1233.105,2174.13,7398.63,0.0109682468240741,91.17227356746764,High,1,5,1,2,1,0,1,1,1,0,1,0,870.75,-789.6,0.0,0.293855754376148,Very High Value,1785.3000000000002,3041.5530683624797,4357.076931637521,64.46928520877566,0.8885945777500779,75.0
61037-KAR,Female,76,No,Karnataka,2,17,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,0.0,0,2935.2,9111.8,Stayed,Others,Others,0,Elder,13-24 Months,Growing,535.9882352941177,2935.2,9111.8,0.0111284268750411,89.85996055226823,Low,1,6,2,1,1,1,1,1,1,0,1,0,363.3294117647059,-261.92941176470595,0.0,0.3221317412585878,Very High Value,7706.400000000001,3054.5152765957446,6057.284723404255,64.46928520877566,0.9602679962605173,22.0
18465-MAH,Female,59,No,Maharashtra,3,34,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,1064.65,0.0,0,244.8,1309.45,Churned,Price,Price too high,1,Senior,25-48 Months,Established,38.51323529411765,244.8,1309.45,0.0765588605903241,13.061845386533664,Medium,1,7,3,1,1,1,0,1,1,0,1,0,31.31323529411765,68.93676470588235,0.0,0.1869487189277941,Medium Value,5914.75,3249.5820634920638,-1940.1320634920637,64.55887096774194,0.38454347148644435,320.0
73939-TAM,Male,59,No,Tamil Nadu,9,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0.0,0,65.58,363.93,Churned,Dissatisfaction,Network reliability,1,Senior,0-6 Months,New,181.965,65.58,363.93,0.2790371774791855,3.583751846381093,High,1,7,3,1,1,1,0,1,0,0,1,0,149.175,-47.625000000000014,0.0,0.180199488912703,Low Value,5991.45,3072.9106666666667,-2708.980666666667,64.55887096774194,0.18837644125895917,482.0
41548-RAJ,Female,27,No,Rajasthan,7,18,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,0.0,0,47.68,2643.83,Churned,Competitor,Competitor had better devices,1,Young Adult,13-24 Months,Growing,146.87944444444443,47.68,2643.83,0.0303915153394885,32.903920348475424,High,1,4,0,1,1,1,0,1,0,0,1,0,144.23055555555555,-63.88055555555556,0.0,0.0180344424565876,High Value,2169.45,3108.804826254826,-464.974826254826,64.55887096774194,0.5669990651293237,115.0
17841-MAH,Female,28,No,Maharashtra,6,30,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,95.5,3418.2,0.0,0,1596.7,5014.9,Stayed,Others,Others,0,Young Adult,25-48 Months,Established,167.16333333333333,1596.7,5014.9,0.0190432511116871,52.51204188481675,High,1,6,1,2,1,1,0,1,0,0,0,0,113.94,-18.44,0.0,0.3183911942411613,Very High Value,2674.0,3249.5820634920638,1765.3179365079359,64.55887096774194,0.7620754129012153,136.0
48183-UTT,Male,67,No,Uttarakhand,2,1,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.65,8022.85,0.0,110,1218.24,9351.09,Stayed,Others,Others,0,Elder,0-6 Months,New,9351.09,1328.24,9351.09,0.0119397845598748,83.75360501567398,Low,1,8,3,3,1,1,1,1,0,0,1,0,8022.85,-7911.200000000001,0.0,0.1420411951975652,Very High Value,7480.55,3017.3093548387096,6333.7806451612905,61.249883653286794,0.9666562792147086,2.0
34333-GUJ,Female,18,No,Gujarat,13,4,Deal 2,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,55.8,2651.2,0.0,0,1838.4,4489.6,Stayed,Others,Others,0,Teen,0-6 Months,New,1122.4,1838.4,4489.6,0.0124287241625089,80.45878136200717,High,1,5,1,2,1,0,1,1,0,0,1,0,662.8,-607.0,0.0,0.409479686386315,High Value,1004.4,3057.1323582089553,1432.467641791045,64.46928520877566,0.724836397631661,88.0
89613-KAR,Female,82,No,Karnataka,8,19,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,Churned,Price,Extra data charges,1,Elder,13-24 Months,Growing,220.7894736842105,1566.4,4195.0,0.0204886769964243,48.80744618964514,High,1,4,1,0,1,1,0,1,0,0,1,0,138.34736842105264,-52.39736842105263,0.0,0.3733969010727056,High Value,7047.900000000001,3054.5152765957446,1140.4847234042554,64.55887096774194,0.7062947958865691,138.0
58163-PUN,Female,43,Yes,Punjab,7,29,NO DEAL,No,No,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.7,2495.2,0.0,0,0.0,2495.2,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,86.04137931034482,0.0,2495.2,0.0195174735492144,51.23613963039013,High,1,6,2,3,0,0,0,1,1,0,1,0,86.04137931034482,-37.34137931034482,0.0,0.0,High Value,2094.1,2975.6264912280703,-480.4264912280705,64.55887096774194,0.5483016516048613,160.0
53927-TAM,Male,46,Yes,Tamil Nadu,11,30,NO DEAL,Yes,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.8,418.3,0.0,0,58.03,476.33,Stayed,Others,Others,0,Senior,25-48 Months,Established,15.877666666666666,58.03,476.33,0.1318413704784498,7.584872611464968,High,1,6,2,2,1,0,0,1,0,0,0,0,13.943333333333332,48.85666666666666,0.0,0.1218273045997522,Low Value,2888.8,3072.9106666666667,-2596.5806666666667,64.55887096774194,0.2206294795886569,468.0
35003-GUJ,Male,52,Yes,Gujarat,13,19,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,907.05,0.0,0,617.32,1524.37,Stayed,Others,Others,0,Senior,13-24 Months,Growing,80.22999999999999,617.32,1524.37,0.013087373800324,76.4095238095238,High,1,1,0,0,1,0,1,0,0,0,0,0,47.73947368421052,-27.789473684210524,0.0,0.404967297965717,Medium Value,1037.4,3057.1323582089553,-1532.7623582089554,61.249883653286794,0.419756933624182,200.0
34397-GUJ,Male,44,No,Gujarat,8,14,Deal 4,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.95,605.75,0.0,0,0.0,605.75,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,43.267857142857146,0.0,605.75,0.0841106066859265,11.889106967615309,High,1,5,1,3,0,0,0,1,1,0,1,0,43.267857142857146,7.682142857142857,0.0,0.0,Medium Value,2241.8,3057.1323582089553,-2451.3823582089553,64.55887096774194,0.2505453412277968,263.0
26724-PUN,Female,26,No,Punjab,14,26,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.85,5980.75,0.0,0,2398.08,8378.83,Stayed,Others,Others,0,Young Adult,25-48 Months,Established,322.2626923076923,2398.08,8378.83,0.0110814994456266,90.24049542272483,High,1,7,2,2,1,1,1,1,0,0,1,0,230.02884615384616,-137.17884615384617,0.0,0.2862070241310541,Very High Value,2414.1,2975.6264912280703,5403.20350877193,64.46928520877566,0.9326893113119352,15.0
99033-TAM,Male,31,No,Tamil Nadu,9,32,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,0,353.4,624.0,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,19.5,353.4,624.0,0.0314903846153846,31.755725190839694,High,1,1,0,0,1,0,1,0,0,0,0,0,8.45625,11.193749999999998,0.0,0.5663461538461538,Medium Value,609.15,3072.9106666666667,-2448.9106666666667,64.46928520877566,0.2549080710501714,448.0
34064-UTT,Male,44,No,Uttar Pradesh,0,18,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,3990.6,0.0,0,1196.79,5187.39,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,288.18833333333333,1196.79,5187.39,0.0189016056244084,52.90555838857726,No Referral,0,7,3,1,1,1,0,1,0,0,0,0,221.7,-123.65,0.0,0.2307113982176007,Very High Value,4314.2,3041.5530683624797,2145.8369316375206,64.55887096774194,0.770956684325335,145.0
14346-TEL,Female,53,Yes,Telangana,11,3,Deal 2,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.6,1266.4,47.91,0,1752.36,2970.85,Stayed,Others,Others,0,Senior,0-6 Months,New,990.2833333333332,1752.36,2922.94,0.008280458454651,120.7662601626016,High,1,2,0,0,1,1,1,0,0,0,1,0,422.1333333333334,-397.53333333333336,0.0378316487681617,0.5898513893330192,High Value,1303.8000000000002,2991.1121352313166,-20.262135231316734,64.46928520877566,0.6014334683702088,103.0
83613-RAJ,Male,74,Yes,Rajasthan,5,13,NO DEAL,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51.0,1381.8,0.0,80,131.88,1593.68,Stayed,Others,Others,0,Elder,13-24 Months,Growing,122.59076923076924,211.88,1593.68,0.0320014055519301,31.248627450980397,Medium,1,2,0,0,1,1,1,1,0,0,1,0,106.29230769230767,-55.29230769230769,0.0,0.1329501531047638,Medium Value,3774.0,3108.804826254826,-1515.1248262548258,64.46928520877566,0.4305079464007479,156.0
72378-GUJ,Female,21,No,Gujarat,2,2,Deal 1,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.35,4193.4,0.0,130,0.0,4323.4,Stayed,Others,Others,0,Young Adult,0-6 Months,New,2161.7,130.0,4323.4,0.014190220659666,70.47106764466177,Low,1,6,3,3,0,0,1,1,1,0,1,0,2096.7,-2035.35,0.0,0.030068927233196,High Value,1288.35,3057.1323582089553,1266.2676417910443,61.249883653286794,0.7145528201932067,91.0
57405-TAM,Female,49,Yes,Tamil Nadu,12,27,NO DEAL,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,183.75,0.0,0,12.4,196.15,Churned,Other,Don't know,1,Senior,25-48 Months,Established,7.264814814814815,12.4,196.15,0.4443028294672445,2.250717154331612,High,1,4,1,1,1,0,0,1,0,0,1,0,6.805555555555555,80.34444444444445,0.0,0.0632169258220749,Low Value,4270.35,3072.9106666666667,-2876.7606666666666,64.55887096774194,0.1313493300093487,514.0
96327-MAH,Male,67,Yes,Maharashtra,2,26,NO DEAL,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.15,3566.6,0.0,0,1766.44,5333.04,Stayed,Others,Others,0,Elder,25-48 Months,Established,205.1169230769231,1766.44,5333.04,0.0148414412792703,67.37890082122551,Low,1,8,3,3,1,0,1,1,1,0,1,0,137.17692307692306,-58.026923076923055,0.0,0.3312257174144578,Very High Value,5303.05,3249.5820634920638,2083.457936507936,61.249883653286794,0.7785914615144905,128.0
94009-TAM,Female,29,Yes,Tamil Nadu,11,33,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.8,4415.75,0.0,0,166.46,4582.21,Stayed,Others,Others,0,Young Adult,25-48 Months,Established,138.85484848484847,166.46,4582.21,0.016542236169883,60.451319261213726,High,1,7,1,3,1,1,1,1,1,0,0,0,133.81060606060606,-58.01060606060607,0.0,0.0363274489820414,High Value,2198.2,3072.9106666666667,1509.2993333333334,61.249883653286794,0.7330944219382985,172.0
24950-TAM,Female,20,No,Tamil Nadu,9,1,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.85,5234.95,0.0,0,2310.66,7545.61,Stayed,Others,Others,0,Young Adult,0-6 Months,New,7545.61,2310.66,7545.61,0.0105823120993531,94.49730745147151,High,1,8,3,2,1,1,1,1,0,0,0,0,5234.95,-5155.099999999999,0.0,0.3062257392046501,Very High Value,1597.0,3072.9106666666667,4472.699333333333,61.249883653286794,0.8954502960423808,56.0
44218-GUJ,Female,41,No,Gujarat,13,20,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,0.0,0,348.61,8448.86,Stayed,Others,Others,0,Middle Age,13-24 Months,Growing,422.443,348.61,8448.86,0.0135639601082276,73.72478184991274,High,1,10,3,4,1,1,1,1,1,0,0,0,405.0125,-290.4125,0.0,0.041261187899906,Very High Value,4698.599999999999,3057.1323582089553,5391.727641791045,61.249883653286794,0.9361171704580866,25.0
52598-UTT,Male,30,Yes,Uttar Pradesh,3,34,NO DEAL,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,755.6,0.0,0,217.93,973.53,Stayed,Others,Others,0,Young Adult,25-48 Months,Established,28.633235294117647,217.93,973.53,0.026450135075447,37.80699029126213,Medium,1,2,0,0,1,1,1,0,0,0,0,0,22.223529411764705,3.526470588235295,0.0,0.2238554538637741,Medium Value,772.5,3041.5530683624797,-2068.0230683624795,61.249883653286794,0.32626986600186975,419.0
59719-MAH,Male,52,No,Maharashtra,8,32,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,1539.75,0.0,0,3182.22,4721.97,Stayed,Others,Others,0,Senior,25-48 Months,Established,147.5615625,3182.22,4721.97,0.0044155299588942,226.473381294964,High,1,1,0,0,1,0,1,0,0,0,0,0,48.1171875,-27.2671875,0.0,0.673917877496045,High Value,1084.2,3249.5820634920638,1472.3879365079365,64.46928520877566,0.744312870052976,148.0
21630-UTT,Male,43,No,Uttar Pradesh,13,6,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2929.75,0.0,0,695.02,3624.77,Stayed,Others,Others,0,Middle Age,0-6 Months,New,604.1283333333333,695.02,3624.77,0.0249808953395663,40.03059083379348,High,1,6,0,3,1,1,0,1,1,0,1,0,488.2916666666667,-397.7416666666667,0.0,0.191741820860358,High Value,3893.65,3041.5530683624797,583.2169316375202,64.55887096774194,0.6628233094421938,214.0
